gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000269352	38.3943	1.0626	0.4022	0.0049	0.0159
ENSG00000039650	558.6221	1.9881	0.3498	0	0
ENSG00000204673	1224.2562	1.2601	0.3509	2e-04	9e-04
ENSG00000104946	480.2652	1.432	0.3251	0	0
ENSG00000104951	74.4448	1.8692	0.7128	0.0013	0.0052
ENSG00000213024	1240.6368	1.8908	0.3229	0	0
ENSG00000169136	709.3057	1.0635	0.4194	0.0067	0.0205
ENSG00000161640	0.9358	0.0663	1.1174	0.911	NA
ENSG00000161643	2.6517	-0.8286	0.8269	0.183	0.2906
ENSG00000105053	722.1798	0.145	0.228	0.517	0.6307
ENSG00000276729	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000142528	300.083	-0.5406	0.3073	0.0686	0.1372
ENSG00000269091	1.7984	-0.5222	0.9217	0.4107	0.5322
ENSG00000204666	1.9111	1.2311	1.1096	0.0678	0.136
ENSG00000269540	0.7578	0.5146	1.3088	0.3196	NA
ENSG00000267890	0.2338	0.0488	1.2919	0.9177	NA
ENSG00000105357	6.784	0.5321	0.8652	0.3965	0.5178
ENSG00000131398	26.6786	-0.6513	0.4525	0.1198	0.2105
ENSG00000131408	693.8687	2.393	0.252	0	0
ENSG00000131401	2.1808	-1.2718	1.0793	0.0599	0.1233
ENSG00000131400	6.2681	-0.0478	0.6285	0.9292	0.9519
ENSG00000269392	1.3401	0.2492	1.0499	0.6871	0.7761
ENSG00000062822	542.7622	3.77	0.5507	0	0
ENSG00000269404	0.2802	0.1221	1.293	0.7968	NA
ENSG00000142530	0.8752	0.9605	1.2686	0.122	NA
ENSG00000161671	832.2026	1.9462	0.4285	0	0
ENSG00000161677	154.7526	4.9841	0.5222	0	0
ENSG00000204653	5.5546	0.1168	0.734	0.8426	0.8907
ENSG00000131409	1.9558	-0.1211	1.094	0.8408	0.8894
ENSG00000268231	0.3139	-0.219	1.2981	0.6467	NA
ENSG00000213023	5.7201	0.0851	0.7288	0.8846	0.9213
ENSG00000235034	7.5193	1.4984	0.9678	0.0255	0.0622
ENSG00000161681	27.8648	0.6305	0.7117	0.2767	0.3957
ENSG00000105472	243.6121	2.0183	0.9381	0.0029	0.0101
ENSG00000142511	0.5462	0.3294	1.2379	0.5422	NA
ENSG00000261341	3.1136	0.9839	0.8135	0.1125	0.2008
ENSG00000142513	1.0871	-0.1657	1.0796	0.7854	0.8499
ENSG00000268375	0.2281	-0.16	1.2955	0.736	NA
ENSG00000167747	707.4695	2.5308	0.52	0	0
ENSG00000221241	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000180279	2.6821	1.5749	1.0234	0.0215	0.0543
ENSG00000167748	0.39	0.19	1.2518	0.713	NA
ENSG00000228674	9.454	1.7303	1.6157	0.01	0.0286
ENSG00000167755	0.3124	0.2895	1.3058	0.5459	NA
ENSG00000129451	0.6344	-0.3182	1.232	0.558	NA
ENSG00000129437	2.5961	1.0471	1.0227	0.1124	0.2007
ENSG00000142544	46.1302	3.4708	0.5642	0	0
ENSG00000129450	2.8322	-1.5779	1.0705	0.0228	0.057
ENSG00000168995	1.0172	-0.8674	1.2604	0.1542	NA
ENSG00000171101	0.2281	-0.16	1.2955	0.736	NA
ENSG00000268849	0.4148	0.0488	1.2919	0.9177	NA
ENSG00000105383	6.4464	-3.0118	1.182	1e-04	8e-04
ENSG00000142549	0.3301	0.1501	1.2638	0.7657	NA
ENSG00000186806	24.906	0.8606	0.4289	0.0314	0.0737
ENSG00000267905	0.2955	0.131	1.2933	0.7826	NA
ENSG00000105379	324.1847	3.0176	0.4502	0	0
ENSG00000269403	0.3971	0.2557	1.3029	0.5923	NA
ENSG00000268520	1.6904	0.0023	0.9429	0.9971	0.9981
ENSG00000160318	5.2994	1.4943	0.7205	0.0107	0.0304
ENSG00000262874	1.166	0.3568	1.0451	0.567	0.6753
ENSG00000268889	0.2526	0.2557	1.3029	0.5923	NA
ENSG00000142512	3.1678	-0.6526	0.8375	0.295	0.4154
ENSG00000254760	0.1451	-0.0476	1.2919	0.9197	NA
ENSG00000105366	0.2591	-0.1642	1.2956	0.7295	NA
ENSG00000254521	6.0843	-2.0825	1.3024	0.0059	0.0184
ENSG00000105492	5.5466	-2.2715	1.429	0.0037	0.0125
ENSG00000105497	917.3063	-0.5432	0.2928	0.0556	0.1162
ENSG00000269388	5.7221	1.5897	0.8299	0.0119	0.0332
ENSG00000267808	0.2879	0.1409	1.2751	0.7749	NA
ENSG00000254415	2.6336	-1.4252	1.1022	0.0382	0.0861
ENSG00000243469	0.1998	-0.1388	1.2948	0.7694	NA
ENSG00000269959	7.1495	-0.7777	0.5747	0.1237	0.2157
ENSG00000182310	214.3325	-0.1685	0.3872	0.6455	0.7424
ENSG00000105509	2.087	-0.5312	0.9934	0.4037	0.5251
ENSG00000171051	0.6334	-0.437	1.1678	0.4589	NA
ENSG00000171049	0.5995	-0.3983	1.2962	0.4308	NA
ENSG00000187474	32.554	-4.2562	0.8126	0	0
ENSG00000161551	253.7114	-1.4081	0.4148	3e-04	0.0014
ENSG00000268316	0.359	0.1835	1.2588	0.7192	NA
ENSG00000283236	19.708	-1.0452	0.6271	0.0514	0.1092
ENSG00000268095	1.5072	-0.5097	0.9652	0.423	0.5447
ENSG00000198093	271.2992	-1.4333	0.3446	0	1e-04
ENSG00000176024	243.796	-1.3231	0.3522	1e-04	5e-04
ENSG00000269235	2.3399	-0.5027	0.9385	0.4289	0.5503
ENSG00000256683	288.3845	-1.1958	0.3668	6e-04	0.0027
ENSG00000197619	300.682	-1.4617	0.4114	1e-04	8e-04
ENSG00000142556	389.9237	-1.4037	0.3494	0	2e-04
ENSG00000256087	332.2913	-1.1277	0.2993	1e-04	6e-04
ENSG00000275055	1.2063	0.4226	1.0724	0.4958	0.6112
ENSG00000260160	15.7426	-0.537	0.5311	0.2597	0.3775
ENSG00000197608	615.29	-1.5764	0.2742	0	0
ENSG00000270248	2.7388	-1.4307	1.0882	0.0372	0.0844
ENSG00000204611	451.5726	-1.5306	0.3185	0	0
ENSG00000267827	0.4601	-0.2088	1.2405	0.6919	NA
ENSG00000268458	0.4848	-0.2914	1.1782	0.6111	NA
ENSG00000243680	18.4772	1.2813	0.4891	0.004	0.0133
ENSG00000196267	211.6306	-1.7069	0.4277	0	1e-04
ENSG00000267927	1.6332	0.364	0.9411	0.5651	0.6735
ENSG00000105568	3624.2593	1.7213	0.3942	0	0
ENSG00000274380	0.1774	0.2202	1.3001	0.6436	NA
ENSG00000268015	2.3127	-0.9912	1.0779	0.1313	0.2255
ENSG00000277562	0.2479	-0.1533	1.2953	0.7465	NA
ENSG00000196214	597.3612	-1.0776	0.3392	9e-04	0.0038
ENSG00000208002	1.3648	-1.0813	1.2824	0.0894	0.1683
ENSG00000269102	5.3522	-1.263	0.8995	0.0515	0.1092
ENSG00000198464	614.2996	-0.7721	0.268	0.0031	0.0107
ENSG00000269535	4.4088	-1.7278	0.8422	0.0068	0.0207
ENSG00000167554	190.8382	-1.8444	0.4055	0	0
ENSG00000221923	270.8506	-0.9864	0.4895	0.0271	0.0654
ENSG00000269834	162.6455	-1.5151	0.4406	2e-04	0.0011
ENSG00000277977	4.663	-0.5478	0.7486	0.3569	0.4788
ENSG00000167555	641.0451	-1.669	0.3502	0	0
ENSG00000198633	2.876	-0.8565	0.9538	0.1853	0.2932
ENSG00000258405	39.7484	-1.5343	0.3544	0	0
ENSG00000278543	1.0164	-0.4208	1.0403	0.502	NA
ENSG00000269349	4.5806	-0.5158	0.8117	0.4018	0.5232
ENSG00000198482	388.6758	-2.0897	0.3487	0	0
ENSG00000167562	336.6514	-1.257	0.3226	0	3e-04
ENSG00000123870	106.0104	-1.3614	0.4259	6e-04	0.0027
ENSG00000167766	1774.4942	-1.1109	0.3273	4e-04	0.0019
ENSG00000268970	15.5857	1.0404	0.4866	0.0191	0.0493
ENSG00000269825	278.8967	-1.9242	0.4386	0	0
ENSG00000213020	452.0627	-1.3132	0.3237	0	2e-04
ENSG00000189190	325.9726	-0.5777	0.3624	0.0941	0.1751
ENSG00000198538	651.5052	-1.3411	0.3003	0	0
ENSG00000255875	2.997	-0.835	0.8697	0.1871	0.2956
ENSG00000204604	574.3952	-1.0799	0.3084	3e-04	0.0014
ENSG00000268225	22.0589	-0.3931	0.5466	0.4196	0.5412
ENSG00000182986	384.9671	-0.4241	0.2962	0.1392	0.236
ENSG00000213793	241.7678	-0.4559	0.2532	0.0653	0.132
ENSG00000269646	1.9939	0.6427	0.8605	0.3062	0.4277
ENSG00000213801	22.3048	-0.0691	0.4989	0.879	0.9174
ENSG00000180257	202.3912	-1.1813	0.3321	2e-04	0.0011
ENSG00000269082	1.4722	-0.4705	0.9607	0.4587	0.5778
ENSG00000242779	1100.3499	-0.8723	0.3107	0.0036	0.0122
ENSG00000268282	2.5526	0.6518	0.822	0.2925	0.4127
ENSG00000267943	7.656	-1.7981	0.9999	0.009	0.0264
ENSG00000269526	8.1286	-2.4496	1.4109	0.0022	0.008
ENSG00000268964	7.845	-2.5621	1.3819	0.0015	0.0059
ENSG00000170949	1144.2453	-0.9567	0.3404	0.0033	0.0114
ENSG00000170954	172.4574	0.2186	0.387	0.5504	0.6603
ENSG00000197937	515.7427	-0.9846	0.3363	0.0022	0.0082
ENSG00000197497	175.6117	-1.0679	0.3202	5e-04	0.0024
ENSG00000269001	384.6467	-1.8336	0.3132	0	0
ENSG00000267809	68.4842	0.7482	0.3998	0.0469	0.1014
ENSG00000197928	595.0752	-1.805	0.3589	0	0
ENSG00000196131	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000213799	419.8216	-1.2467	0.3361	1e-04	6e-04
ENSG00000203326	190.6982	-0.9941	0.4046	0.0089	0.0262
ENSG00000196417	427.2434	-1.2727	0.2835	0	0
ENSG00000239912	7.6232	-0.1434	0.6343	0.7909	0.8538
ENSG00000241015	179.8024	-0.216	0.2814	0.4295	0.5506
ENSG00000160336	713.2264	-1.144	0.2629	0	1e-04
ENSG00000198346	242.6092	-1.2029	0.3566	4e-04	0.0019
ENSG00000250731	22.5155	0.2522	0.4401	0.5378	0.6494
ENSG00000213777	8.8061	-0.9346	0.778	0.1239	0.216
ENSG00000274892	0.4906	0.1347	1.1755	0.8118	NA
ENSG00000130844	382.3239	-0.4151	0.336	0.1978	0.3083
ENSG00000268864	2.3411	-1.3339	1.2549	0.0489	0.1048
ENSG00000269608	1.9648	0.9445	1.0215	0.1489	0.2485
ENSG00000204595	0.5084	-0.4582	1.2516	0.4028	NA
ENSG00000221017	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000207810	0.1716	-0.1269	1.2944	0.7885	NA
ENSG00000207862	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000207981	0.1451	-0.0476	1.2919	0.9197	NA
ENSG00000207735	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000269842	1.2649	-0.8711	1.1888	0.1673	0.2715
ENSG00000229000	0.3842	0.2328	1.2547	0.6531	NA
ENSG00000238150	2.6815	2.7781	1.4081	8e-04	0.0035
ENSG00000142405	27.6921	1.7697	0.6689	0.0015	0.006
ENSG00000228323	1.2149	0.0331	0.9865	0.9579	0.972
ENSG00000232324	2.4917	-0.7418	0.8671	0.2397	0.3562
ENSG00000179820	2025.6284	0.9085	0.3477	0.0062	0.0193
ENSG00000126583	1.6872	0.6298	1.0321	0.3232	0.4449
ENSG00000105605	3.1035	2.3579	1.3173	0.0025	0.0091
ENSG00000142408	284.2724	-0.4042	0.6075	0.4418	0.5625
ENSG00000130433	125.5147	0.9325	0.631	0.0836	0.1597
ENSG00000189068	0.6449	0.0976	1.2772	0.8417	NA
ENSG00000170909	3.2209	0.7351	0.8007	0.231	0.3465
ENSG00000170906	649.1245	2.2102	0.3999	0	0
ENSG00000105619	402.7342	2.5924	0.5391	0	0
ENSG00000105618	1242.981	1.169	0.3243	2e-04	9e-04
ENSG00000237017	6.8207	0.8315	0.6573	0.133	0.2278
ENSG00000088038	913.5076	1.0185	0.3355	0.0015	0.006
ENSG00000105617	137.4443	1.9436	0.3772	0	0
ENSG00000167608	9.5252	0.5086	0.6599	0.3591	0.4809
ENSG00000125505	3063.8815	1.39	0.4688	0.0012	0.0049
ENSG00000170892	530.8044	2.6381	0.3467	0	0
ENSG00000223660	0.5462	0.3294	1.2379	0.5422	NA
ENSG00000170889	9803.508	2.4619	0.3878	0	0
ENSG00000224579	0.4629	0.2865	1.2457	0.589	NA
ENSG00000204577	9.3005	-0.3081	0.7847	0.6113	0.7137
ENSG00000269524	0.2449	0.2498	1.3024	0.6007	NA
ENSG00000235081	1.5187	-0.2153	0.9853	0.7318	0.8105
ENSG00000244482	5.0162	-0.2888	0.7947	0.6354	0.7336
ENSG00000249189	0.185	0.2248	1.3004	0.6368	NA
ENSG00000105609	13.2921	-2.8125	1.1971	4e-04	0.0017
ENSG00000131042	3.5014	-2.131	1.2727	0.0049	0.0157
ENSG00000187116	3.4351	-2.0432	1.443	0.0069	0.021
ENSG00000167613	10.3785	-2.5678	1.1191	6e-04	0.0028
ENSG00000167614	5.5201	-0.2999	0.6804	0.5955	0.6995
ENSG00000227407	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000268496	0.4019	0.0384	1.193	0.9447	NA
ENSG00000269873	1.426	-0.9374	1.0164	0.1516	0.252
ENSG00000267838	3.2096	-0.3704	0.8564	0.5529	0.6625
ENSG00000226696	35.4818	-0.3638	0.441	0.3748	0.4964
ENSG00000235681	8.8435	-1.4375	0.6525	0.009	0.0263
ENSG00000167615	2372.7917	1.6807	0.3984	0	1e-04
ENSG00000275183	24.6466	3.091	0.8229	0	0
ENSG00000167617	767.2444	2.8	0.4393	0	0
ENSG00000167618	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000213016	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000104970	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000239998	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000104974	0.9426	-0.6082	1.2941	0.2653	NA
ENSG00000104972	4.1618	-2.0687	1.3519	0.0063	0.0196
ENSG00000186818	3.3433	-1.8682	1.2973	0.0111	0.0314
ENSG00000189430	4.2496	-0.2943	1.22	0.5917	0.6963
ENSG00000167634	0.114	-0.0476	1.2919	0.9197	NA
ENSG00000022556	22.0017	0.1499	1.1837	NA	NA
ENSG00000267265	9.4131	-0.3816	0.5868	0.457	0.5764
ENSG00000088053	3.8053	0.067	0.8542	0.9143	0.9421
ENSG00000267149	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000160439	133.122	0.5482	0.3833	0.1309	0.225
ENSG00000131037	79.4948	0.8248	0.4479	0.0468	0.1013
ENSG00000125503	1432.7285	3.0999	0.4765	0	0
ENSG00000267507	0.5835	-0.2881	1.2334	0.5931	NA
ENSG00000105048	10.5489	2.8345	0.8432	0	1e-04
ENSG00000129991	0.4871	0.1139	1.2328	0.8289	NA
ENSG00000167646	2.8746	0.7058	0.8294	0.2562	0.3739
ENSG00000267577	1.8916	-0.0627	0.9851	0.9203	0.9457
ENSG00000129990	22.8136	0.5127	1.1123	0.405	0.5265
ENSG00000080031	46.5832	-0.0136	0.6809	0.9808	0.9868
ENSG00000267649	1.5545	-0.62	1.1474	0.3131	0.4345
ENSG00000180089	12.3084	3.3603	0.8997	0	0
ENSG00000276570	6.5719	3.2568	1.221	1e-04	5e-04
ENSG00000105063	1349.9411	2.129	0.4029	0	0
ENSG00000133265	392.9431	2.6952	0.3354	0	0
ENSG00000160469	3.5879	0.2096	0.7988	0.7312	0.81
ENSG00000180061	0.7287	-0.2729	1.2169	0.619	NA
ENSG00000276831	0.2526	0.2557	1.3029	0.5923	NA
ENSG00000133247	65.773	2.5861	0.5532	0	0
ENSG00000160471	0.5789	-0.5206	1.2472	0.3522	NA
ENSG00000233493	1.3117	0.8888	1.0901	0.1706	0.2756
ENSG00000108107	10501.3244	1.7615	0.3102	0	0
ENSG00000108106	1546.3521	3.9684	0.711	0	0
ENSG00000187902	0.4042	-0.2666	1.3012	0.5791	NA
ENSG00000063241	370.0496	3.3471	0.4666	0	0
ENSG00000283567	0.0963	0.1454	1.2958	0.7585	NA
ENSG00000197483	50.4209	3.6319	0.6514	0	0
ENSG00000090971	255.8029	2.6388	0.5256	0	0
ENSG00000179954	55.9291	0.3062	0.7358	0.6032	0.7066
ENSG00000231274	3.6919	0.9448	0.9188	0.1428	0.2406
ENSG00000218891	136.1942	2.2074	0.4227	0	0
ENSG00000179943	234.4204	-0.0831	0.2112	0.6891	0.7779
ENSG00000171443	150.5122	4.7748	0.5027	0	0
ENSG00000261221	153.213	2.803	0.4189	0	0
ENSG00000276488	12.5294	-0.0857	0.5981	0.8692	0.9104
ENSG00000179922	75.2579	2.0473	0.3211	0	0
ENSG00000213015	297.1526	1.4586	0.3238	0	0
ENSG00000171425	257.9663	2.4472	0.4608	0	0
ENSG00000173581	190.6773	3.0828	0.4694	0	0
ENSG00000063244	3048.6599	1.7585	0.4408	0	1e-04
ENSG00000267523	24.438	0.6731	0.4843	0.1285	0.2219
ENSG00000267096	2.7968	1.2705	1.0866	0.0602	0.1239
ENSG00000063245	1798.8757	2.8445	0.4387	0	0
ENSG00000267117	0.2879	0.1409	1.2751	0.7749	NA
ENSG00000185792	0.494	0.2942	1.2404	0.5823	NA
ENSG00000223638	14.8076	-1.1168	1.302	0.0796	0.154
ENSG00000229292	9.1136	-0.7311	1.2828	0.2041	0.3158
ENSG00000179873	0.8199	-0.4526	1.2293	0.4194	NA
ENSG00000267522	0.2027	0.0488	1.2919	0.9177	NA
ENSG00000142409	244.2638	3.4666	0.3749	0	0
ENSG00000223060	0.7597	-0.3643	1.1615	0.5346	NA
ENSG00000167685	358.7144	1.2341	0.3354	1e-04	7e-04
ENSG00000279794	22.6819	-1.919	0.684	7e-04	0.0031
ENSG00000197213	1.0718	-0.0709	1.0185	0.9093	0.9384
ENSG00000204532	4.1118	0.2132	0.7173	0.7138	0.7969
ENSG00000242411	0.7583	0.439	1.2325	0.4306	NA
ENSG00000131848	91.7229	0.1082	0.3337	0.7356	0.8134
ENSG00000267908	1.0981	0.0881	0.9887	0.8882	0.9238
ENSG00000267710	46.4024	-0.6881	0.6072	0.1902	0.2991
ENSG00000267298	3.0154	-0.9968	1.1045	0.1285	0.2219
ENSG00000267549	0.5611	-0.0163	1.2243	0.9755	NA
ENSG00000213014	0.362	-0.2986	1.2671	0.562	NA
ENSG00000266907	0.9905	-0.2639	1.0421	0.6709	NA
ENSG00000266932	0.7011	-0.2537	1.1501	0.6643	NA
ENSG00000267429	0.8004	-0.546	1.1757	0.3607	NA
ENSG00000267606	0.6224	-0.5719	1.2449	0.3145	NA
ENSG00000240225	370.438	-1.2929	0.3167	0	2e-04
ENSG00000018869	87.8713	-1.2231	0.4707	0.0046	0.015
ENSG00000267776	5.7693	-1.1858	0.771	0.0505	0.1075
ENSG00000267781	4.4589	-1.6718	1.0737	0.0167	0.044
ENSG00000267192	4.1533	-1.4871	0.9511	0.0257	0.0626
ENSG00000267454	15.9653	-0.8105	0.4565	0.0546	0.1145
ENSG00000198440	172.5544	-1.3772	0.4044	3e-04	0.0014
ENSG00000198046	122.5147	-1.9854	0.4284	0	0
ENSG00000166770	174.4618	-1.5919	0.4157	0	3e-04
ENSG00000279405	3.1445	-1.3733	1.0783	0.0441	0.0965
ENSG00000276578	5.7716	-1.0804	0.9064	0.0944	0.1754
ENSG00000196263	236.6837	-1.6527	0.3046	0	0
ENSG00000267421	2.7441	0.9266	0.8656	0.1437	0.2418
ENSG00000196867	383.0624	-1.3155	0.3271	0	2e-04
ENSG00000269696	11.3585	-0.3042	0.4816	0.4904	0.6068
ENSG00000197016	301.165	-1.3642	0.3523	0	3e-04
ENSG00000197951	259.2149	0.2874	0.2772	0.2864	0.4061
ENSG00000268036	0.0858	-0.0476	1.2919	0.9197	NA
ENSG00000268182	13.3591	-1.0063	0.5673	0.0442	0.0967
ENSG00000127903	1.6115	0.3037	1.0531	0.6241	0.7246
ENSG00000268568	33.7565	1.6969	0.5763	8e-04	0.0033
ENSG00000198300	91.1463	-2.5613	1.049	5e-04	0.0021
ENSG00000268654	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000268379	3.2887	0.3149	1.0218	0.615	0.7168
ENSG00000083844	784.8381	-1.3414	0.3254	0	1e-04
ENSG00000105146	16.6409	0.8429	0.5841	0.0991	0.1823
ENSG00000204524	122.2141	-1.8289	0.3078	0	0
ENSG00000268713	66.9391	-0.3903	0.4772	0.3726	0.4945
ENSG00000267871	5.8755	-0.9331	0.7679	0.1222	0.2138
ENSG00000197714	185.4707	-3.5558	0.4597	0	0
ENSG00000279541	61.3873	-4.3364	0.5378	0	0
ENSG00000268205	288.0267	-0.5378	0.3245	0.0849	0.1616
ENSG00000268723	0.9993	0.4291	1.1252	0.4788	NA
ENSG00000178229	167.4427	-1.1911	0.2658	0	0
ENSG00000268678	2.0511	-0.6374	0.9027	0.3156	0.4369
ENSG00000131845	394.0823	-1.0855	0.3056	2e-04	0.0012
ENSG00000152433	73.2356	-0.4122	0.4113	0.2857	0.4055
ENSG00000256060	96.9517	0.7335	0.4091	0.0562	0.1172
ENSG00000188785	311.3125	-1.5613	0.3526	0	0
ENSG00000269533	1.5872	-0.3927	0.9879	0.5344	0.6466
ENSG00000268533	0.9043	-0.7921	1.1174	0.2139	NA
ENSG00000186272	165.2749	-1.3454	0.327	0	1e-04
ENSG00000186230	138.1114	-1.106	0.3951	0.003	0.0103
ENSG00000268163	0.3008	0.1454	1.2958	0.7585	NA
ENSG00000276449	15.022	-0.9234	0.5839	0.0706	0.1402
ENSG00000178201	9.9427	-0.5873	0.5812	0.249	0.3661
ENSG00000268545	0.9145	-0.6226	1.1798	0.3028	NA
ENSG00000197128	330.2991	-1.5073	0.393	0	3e-04
ENSG00000268266	0.9441	0.545	1.1048	0.3795	NA
ENSG00000105136	368.8501	-1.0825	0.352	0.0013	0.0051
ENSG00000268107	4.3864	-0.3139	0.6584	0.5708	0.6786
ENSG00000152439	196.7723	-1.1035	0.3141	3e-04	0.0013
ENSG00000121406	233.415	-1.3937	0.3755	1e-04	5e-04
ENSG00000251369	267.9058	-1.1537	0.3821	0.0014	0.0056
ENSG00000083817	171.5885	-1.0174	0.3444	0.002	0.0074
ENSG00000171649	139.8766	-1.2762	0.3622	2e-04	0.0011
ENSG00000183647	100.013	-0.7506	0.2625	0.0034	0.0115
ENSG00000213762	592.7078	-1.2016	0.3394	2e-04	0.0011
ENSG00000268392	3.9556	-1.2307	0.9073	0.0582	0.1206
ENSG00000121417	467.7836	-1.4765	0.3184	0	0
ENSG00000269097	0.8801	-0.21	1.1312	0.7223	NA
ENSG00000180532	2.8707	-0.6902	0.7986	0.26	0.3778
ENSG00000204519	216.0283	-1.0713	0.3135	4e-04	0.0019
ENSG00000179909	200.4757	-0.9625	0.567	0.0542	0.1138
ENSG00000083814	154.712	-0.3597	0.2726	0.1752	0.2814
ENSG00000152443	569.0615	-1.4897	0.3448	0	1e-04
ENSG00000083828	278.8115	-0.4912	0.2237	0.0254	0.0619
ENSG00000178935	242.7927	-0.7514	0.2409	0.0014	0.0057
ENSG00000268750	1.0963	0.2142	1.0711	0.7265	0.8065
ENSG00000269343	348.6336	-1.216	0.2938	0	1e-04
ENSG00000269304	6.1649	0.4713	0.6947	0.4097	0.5313
ENSG00000204514	345.5314	-0.8786	0.2687	8e-04	0.0034
ENSG00000198466	618.2522	-0.8549	0.2771	0.0015	0.0059
ENSG00000269867	47.1711	-0.7975	0.3047	0.0067	0.0207
ENSG00000270804	35.2032	-0.5159	0.4308	0.1991	0.3099
ENSG00000173480	547.1549	-1.6454	0.3702	0	0
ENSG00000196724	119.3504	-1.2347	0.3118	0	3e-04
ENSG00000152454	157.8355	-1.0501	0.3876	0.0041	0.0136
ENSG00000243234	0.399	-0.1868	1.1923	0.7379	NA
ENSG00000177025	18.7298	-0.6755	0.506	0.1408	0.2379
ENSG00000166704	325.1794	-1.286	0.3446	1e-04	5e-04
ENSG00000176593	160.9437	-0.8622	0.2988	0.0028	0.01
ENSG00000235974	0.2603	-0.0301	1.2912	0.9491	NA
ENSG00000152467	2.0121	0.7889	1.1209	0.2151	0.3287
ENSG00000268660	1.4086	1.0316	1.2219	0.1089	0.1959
ENSG00000270837	0.2573	-0.1865	1.2965	0.6951	NA
ENSG00000176293	158.711	-0.8337	0.5131	0.0721	0.1425
ENSG00000243642	0.7958	-0.7051	1.2477	0.2303	NA
ENSG00000121413	250.9333	0.9762	0.3465	0.0032	0.011
ENSG00000181894	417.6792	-1.2337	0.2787	0	0
ENSG00000268293	0.1998	-0.1388	1.2948	0.7694	NA
ENSG00000171606	579.4992	-0.2502	0.2037	0.2126	0.3257
ENSG00000213013	1.0958	-0.2791	1.1324	0.6383	0.7363
ENSG00000198131	770.5428	-0.4132	0.2328	0.0703	0.1397
ENSG00000283515	0.2169	-0.1529	1.2953	0.7471	NA
ENSG00000268516	101.7236	-0.3362	0.2753	0.2093	0.3221
ENSG00000268201	11.2507	-0.5084	0.6211	0.3406	0.4625
ENSG00000278129	332.5201	-1.2801	0.3128	0	2e-04
ENSG00000267216	16.7725	-1.2235	0.5239	0.0093	0.0271
ENSG00000142396	159.4242	-1.9246	0.4084	0	0
ENSG00000283103	67.7309	0.448	0.2948	0.1166	0.2063
ENSG00000269794	2.7796	0.3903	0.8393	0.5297	0.6421
ENSG00000182318	125.4762	0.4234	0.2367	0.0679	0.1361
ENSG00000121410	1.4358	0.1728	0.9004	0.7833	0.8488
ENSG00000268230	18.256	-1.1777	0.573	0.0193	0.0496
ENSG00000268895	24.1931	0.344	0.5425	0.4776	0.5953
ENSG00000279611	1.3351	1.1065	1.2115	0.0911	0.1707
ENSG00000174586	4.5214	0.3107	0.6917	0.5858	0.6914
ENSG00000268049	2.199	0.3595	0.8666	0.5657	0.6741
ENSG00000269054	0.527	0.0041	1.166	0.9942	NA
ENSG00000152475	13.2326	3.6998	0.9638	0	0
ENSG00000083845	7172.5827	2.7643	0.3779	0	0
ENSG00000266640	0.823	0.8416	1.2757	0.1598	NA
ENSG00000269855	0.3008	0.1454	1.2958	0.7585	NA
ENSG00000268307	0.3843	-0.0625	1.2909	0.8949	NA
ENSG00000171574	230.8839	-0.006	0.2684	0.9815	0.9872
ENSG00000232098	129.9997	-0.3166	0.3622	0.3587	0.4805
ENSG00000268543	9.4265	-0.8752	0.6039	0.0943	0.1754
ENSG00000268912	42.2212	-1.2675	0.454	0.0025	0.0089
ENSG00000131849	124.5198	-1.1212	0.3416	6e-04	0.0027
ENSG00000269473	3.6125	-0.3329	0.8022	0.5862	0.6917
ENSG00000249471	80.9845	1.128	0.3541	8e-04	0.0035
ENSG00000083812	137.0695	0.8258	0.2681	0.0016	0.0061
ENSG00000083838	59.5763	1.5504	0.523	9e-04	0.0039
ENSG00000083807	58.8978	2.3462	0.5481	0	0
ENSG00000252334	0.2281	-0.16	1.2955	0.736	NA
ENSG00000273901	0.9619	-0.0662	1.0333	0.9148	NA
ENSG00000119574	189.9617	3.0974	0.508	0	0
ENSG00000264910	0.1562	0.1454	1.2958	0.7585	NA
ENSG00000130726	3863.8406	2.5132	0.4324	0	0
ENSG00000130724	1601.928	1.3887	0.3662	1e-04	4e-04
ENSG00000130725	1037.5846	1.4254	0.3249	0	0
ENSG00000267858	32.6558	-0.7893	0.4162	0.0429	0.0943
ENSG00000099326	234.1061	0.0471	0.2464	0.8453	0.8927
ENSG00000213753	503.411	1.283	0.324	0	2e-04
ENSG00000269600	2.9003	-0.7189	0.7986	0.2408	0.3572
ENSG00000232195	0.1029	-0.0476	1.2919	0.9197	NA
ENSG00000129824	2187.1374	-0.0342	1.2661	NA	NA
